지역명,품목명,기후계절_유형,대분류_유형,리스크관리_유형,기후회복력점수,가격변동성경보,생육주기리스크지수,출하최적기지수,지역기후포트폴리오지수
김해,팽이버섯,고온다습기 (장마철),기후 민감형 고위험 관리,기후변화 고위험군,35.23681858802503,안정,-0.3024682360801253,90.62,359.23057970353995
김해,팽이버섯,전환기 (봄/가을),기후 민감형 고위험 관리,기후변화 고위험군,35.23681858802503,안정,-0.3024682360801253,90.62,359.23057970353995
김해,풋고추,고온건조기 (여름),사업 운영 중심 안정 관리,수익 극대화 타입 (출하 적기),67.53968253968254,안정,0.3752237995788222,102.20000000000002,359.23057970353995
김해,풋고추,전환기 (봄/가을),사업 운영 중심 안정 관리,수익 극대화 타입 (출하 적기),67.53968253968254,안정,0.3752237995788222,102.2,359.23057970353995
김해,피망,고온건조기 (여름),사업 운영 중심 안정 관리,시장 관망 타입 (출하 조절),94.05940594059405,안정,0.5844422142177575,100.02,359.23057970353995
김해,호박,고온건조기 (여름),사업 운영 중심 안정 관리,시장 관망 타입 (출하 조절),81.13636363636364,데이터 부족,,100.0,359.23057970353995
대구,감자,고온건조기 (여름),기후 민감형 고위험 관리,기후변화 고위험군,41.89051094890511,안정,-0.13995318449727193,45.24,340.95435936612404
대구,감자,동절기 (겨울),기후 민감형 고위험 관리,기후변화 고위험군,41.89051094890511,안정,-0.13995318449727193,45.24,340.95435936612404
대구,감자,고온다습기 (장마철),기후 민감형 고위험 관리,기후변화 고위험군,41.89051094890511,안정,-0.13995318449727193,45.24,340.95435936612404
대구,감자,전환기 (봄/가을),기후 민감형 고위험 관리,기후변화 고위험군,41.89051094890511,안정,-0.13995318449727193,45.24,340.95435936612404
대구,느타리버섯,고온건조기 (여름),기후 민감형 고위험 관리,기후변화 고위험군,44.26315789473685,안정,-0.14971322458595773,76.08,340.9543593661241
대구,느타리버섯,동절기 (겨울),기후 민감형 고위험 관리,기후변화 고위험군,44.26315789473685,안정,-0.14971322458595773,76.08,340.95435936612404
대구,느타리버섯,고온다습기 (장마철),기후 민감형 고위험 관리,기후변화 고위험군,44.26315789473685,안정,-0.14971322458595773,76.08,340.95435936612404
대구,느타리버섯,전환기 (봄/가을),기후 민감형 고위험 관리,기후변화 고위험군,44.26315789473685,안정,-0.14971322458595773,76.08,340.95435936612404
대구,딸기,고온건조기 (여름),사업 운영 중심 안정 관리,고효율 집중 성장 타입,92.45098039215686,안정,,77.89,340.95435936612404
대구,딸기,동절기 (겨울),사업 운영 중심 안정 관리,고효율 집중 성장 타입,92.45098039215686,안정,,77.89,340.95435936612404
